Day,Hour,Region,% of Total Trip Count,Trip Count,ID
3,12,North West,4.39%,1256,9
3,12,South,12.62%,3609,3
3,12,South East,13.20%,3774,7
3,12,South West,10.57%,3022,6
3,12,West,3.12%,891,5
3,11,CBD,1.13%,324,10
3,11,Central,31.66%,9058,0
3,11,Central East,4.06%,1162,1
3,11,East,10.62%,3039,4
3,11,North,4.69%,1342,2
3,11,North East,3.93%,1123,8
3,11,North West,3.90%,1116,9
3,11,South,12.82%,3667,3
3,11,South East,13.90%,3977,7
3,11,South West,10.36%,2965,6
3,11,West,2.92%,836,5
3,10,CBD,1.34%,376,10
3,10,Central,31.93%,8987,0
3,10,Central East,4.32%,1215,1
3,10,East,10.78%,3033,4
3,10,North,4.70%,1322,2
3,10,North East,3.51%,987,8
3,10,North West,4.32%,1215,9
3,10,South,12.10%,3406,3
3,10,South East,13.60%,3829,7
3,10,South West,10.27%,2890,6
3,10,West,3.14%,885,5
3,9,CBD,1.33%,337,10
3,9,Central,29.27%,7424,0
3,9,Central East,4.25%,1079,1
3,9,East,11.27%,2860,4
3,9,North,5.44%,1379,2
3,9,North East,3.40%,863,8
3,9,North West,4.10%,1041,9
3,9,South,11.42%,2896,3
3,9,South East,14.13%,3584,7
3,9,South West,11.20%,2842,6
3,9,West,4.18%,1061,5
3,8,CBD,1.15%,256,10
3,8,Central,25.62%,5727,0
3,8,Central East,4.25%,949,1
3,8,East,13.45%,3006,4
3,8,North,6.35%,1420,2
3,8,North East,3.23%,723,8
3,8,North West,4.27%,954,9
3,8,South,9.21%,2059,3
3,8,South East,14.08%,3147,7
3,8,South West,12.30%,2750,6
3,8,West,6.08%,1360,5
3,7,CBD,0.98%,166,10
3,7,Central,19.56%,3300,0
3,7,Central East,4.07%,686,1
3,7,East,19.31%,3258,4
3,7,North,7.38%,1245,2
3,7,North East,3.26%,550,8
3,7,North West,4.15%,700,9
3,7,South,10.16%,1714,3
3,7,South East,13.19%,2226,7
3,7,South West,10.05%,1695,6
3,7,West,7.89%,1332,5
3,6,CBD,0.80%,105,10
3,6,Central,17.36%,2275,0
3,6,Central East,3.99%,523,1
3,6,East,23.91%,3134,4
3,6,North,7.07%,927,2
3,6,North East,3.70%,485,8
3,6,North West,4.33%,568,9
3,6,South,9.43%,1236,3
3,6,South East,13.04%,1709,7
3,6,South West,10.35%,1357,6
3,6,West,6.02%,789,5
3,5,CBD,0.70%,69,10
3,5,Central,19.34%,1903,0
3,5,Central East,5.95%,585,1
3,5,East,24.85%,2445,4
3,5,North,7.06%,695,2
3,5,North East,4.70%,462,8
3,5,North West,4.70%,462,9
3,5,South,7.51%,739,3
3,5,South East,12.75%,1255,7
3,5,South West,7.82%,769,6
3,5,West,4.63%,456,5
3,4,CBD,0.80%,80,10
3,4,Central,22.65%,2266,0
3,4,Central East,6.27%,627,1
3,4,East,16.36%,1637,4
3,4,North,6.40%,640,2
3,4,North East,6.08%,608,8
3,4,North West,6.02%,602,9
3,4,South,8.29%,829,3
3,4,South East,14.29%,1430,7
3,4,South West,8.14%,814,6
3,4,West,4.71%,471,5
3,3,CBD,0.79%,101,10
3,3,Central,25.84%,3299,0
3,3,Central East,5.93%,757,1
3,3,East,11.81%,1508,4
3,3,North,6.56%,837,2
3,3,North East,6.59%,842,8
3,3,North West,6.13%,783,9
3,3,South,9.26%,1182,3
3,3,South East,15.27%,1950,7
3,3,South West,7.68%,981,6
3,3,West,4.14%,528,5
3,2,CBD,0.78%,114,10
3,2,Central,25.88%,3774,0
3,2,Central East,6.13%,894,1
3,2,East,9.09%,1325,4
3,2,North,6.29%,917,2
3,2,North East,6.90%,1006,8
3,2,North West,6.68%,974,9
3,2,South,9.44%,1376,3
3,2,South East,15.78%,2301,7
3,2,South West,8.62%,1257,6
3,2,West,4.42%,645,5
3,1,CBD,0.88%,166,10
3,1,Central,25.49%,4790,0
3,1,Central East,6.46%,1214,1
3,1,East,8.92%,1677,4
3,1,North,6.94%,1304,2
3,1,North East,7.13%,1339,8
3,1,North West,6.35%,1193,9
3,1,South,9.53%,1790,3
3,1,South East,15.87%,2982,7
3,1,South West,8.21%,1543,6
3,1,West,4.23%,794,5
3,0,CBD,1.16%,281,10
3,0,Central,25.14%,6066,0
3,0,Central East,6.29%,1519,1
3,0,East,9.60%,2316,4
3,0,North,6.99%,1688,2
3,0,North East,7.13%,1720,8
3,0,North West,6.59%,1590,9
3,0,South,9.16%,2210,3
3,0,South East,15.13%,3651,7
3,0,South West,8.40%,2028,6
3,0,West,4.40%,1063,5
4,23,CBD,0.98%,158,10
4,23,Central,23.84%,3844,0
4,23,Central East,6.10%,984,1
4,23,East,11.43%,1843,4
4,23,North,7.02%,1132,2
4,23,North East,6.76%,1090,8
4,23,North West,6.57%,1059,9
4,23,South,8.39%,1353,3
4,23,South East,15.84%,2555,7
4,23,South West,7.52%,1213,6
4,23,West,5.56%,896,5
4,22,CBD,0.99%,205,10
4,22,Central,23.64%,4898,0
4,22,Central East,5.81%,1203,1
4,22,East,12.37%,2562,4
4,22,North,7.86%,1629,2
4,22,North East,6.69%,1387,8
4,22,North West,6.96%,1441,9
4,22,South,8.05%,1667,3
4,22,South East,14.70%,3045,7
4,22,South West,7.57%,1569,6
4,22,West,5.36%,1111,5
4,21,CBD,0.91%,208,10
4,21,Central,22.82%,5241,0
4,21,Central East,5.47%,1257,1
4,21,East,12.51%,2873,4
4,21,North,7.48%,1718,2
4,21,North East,6.89%,1583,8
4,21,North West,7.37%,1694,9
4,21,South,8.71%,2001,3
4,21,South East,14.72%,3381,7
4,21,South West,8.04%,1846,6
4,21,West,5.09%,1169,5
4,20,CBD,0.97%,232,10
4,20,Central,23.87%,5735,0
4,20,Central East,5.14%,1234,1
4,20,East,12.31%,2958,4
4,20,North,7.17%,1723,2
4,20,North East,6.27%,1506,8
4,20,North West,7.03%,1689,9
4,20,South,9.11%,2189,3
4,20,South East,14.72%,3538,7
4,20,South West,8.49%,2039,6
4,20,West,4.93%,1185,5
4,19,CBD,0.92%,212,10
4,19,Central,25.52%,5908,0
4,19,Central East,5.30%,1228,1
4,19,East,11.95%,2766,4
4,19,North,6.86%,1589,2
4,19,North East,5.59%,1293,8
4,19,North West,6.13%,1418,9
4,19,South,9.03%,2090,3
4,19,South East,14.74%,3413,7
4,19,South West,9.10%,2106,6
4,19,West,4.86%,1125,5
4,18,CBD,0.82%,189,10
4,18,Central,26.38%,6068,0
4,18,Central East,4.99%,1147,1
4,18,East,11.61%,2671,4
4,18,North,6.46%,1486,2
4,18,North East,5.23%,1202,8
4,18,North West,5.90%,1356,9
4,18,South,9.55%,2196,3
4,18,South East,15.59%,3586,7
4,18,South West,9.31%,2141,6
4,18,West,4.17%,959,5
4,17,CBD,0.95%,246,10
4,17,Central,26.34%,6801,0
4,17,Central East,4.87%,1257,1
4,17,East,13.03%,3363,4
4,17,North,5.76%,1488,2
4,17,North East,5.38%,1389,8
4,17,North West,5.82%,1502,9
4,17,South,9.51%,2456,3
4,17,South East,15.32%,3956,7
4,17,South West,8.98%,2317,6
4,17,West,4.03%,1041,5
4,16,CBD,0.74%,180,10
4,16,Central,25.79%,6293,0
4,16,Central East,4.97%,1213,1
4,16,East,13.07%,3189,4
4,16,North,6.44%,1571,2
4,16,North East,5.52%,1346,8
4,16,North West,5.58%,1362,9
4,16,South,9.47%,2310,3
4,16,South East,15.05%,3672,7
4,16,South West,9.45%,2305,6
4,16,West,3.95%,963,5
4,15,CBD,0.78%,201,10
4,15,Central,26.50%,6842,0
4,15,Central East,4.87%,1258,1
4,15,East,12.78%,3300,4
4,15,North,6.24%,1611,2
4,15,North East,5.06%,1307,8
4,15,North West,5.37%,1387,9
4,15,South,10.05%,2594,3
4,15,South East,15.19%,3923,7
4,15,South West,9.37%,2419,6
4,15,West,3.78%,976,5
4,14,CBD,0.81%,220,10
4,14,Central,26.66%,7232,0
4,14,Central East,4.53%,1229,1
4,14,East,12.45%,3377,4
4,14,North,6.01%,1631,2
4,14,North East,5.16%,1400,8
4,14,North West,5.34%,1450,9
4,14,South,10.67%,2896,3
4,14,South East,16.16%,4385,7
4,14,South West,8.61%,2335,6
4,14,West,3.60%,976,5
4,13,CBD,0.87%,235,10
4,13,Central,29.06%,7847,0
4,13,Central East,4.39%,1185,1
4,13,East,12.77%,3448,4
4,13,North,5.45%,1473,2
4,13,North East,4.60%,1243,8
4,13,North West,5.04%,1361,9
4,13,South,10.77%,2908,3
4,13,South East,14.93%,4031,7
4,13,South West,8.88%,2398,6
4,13,West,3.25%,878,5
4,12,CBD,0.95%,262,10
4,12,Central,30.64%,8468,0
4,12,Central East,4.16%,1150,1
4,12,East,11.48%,3173,4
4,12,North,5.38%,1487,2
4,12,North East,4.27%,1181,8
4,12,North West,4.77%,1317,9
4,12,South,11.76%,3251,3
4,12,South East,14.57%,4026,7
4,12,South West,9.14%,2526,6
4,12,West,2.87%,794,5
4,11,CBD,0.90%,247,10
4,11,Central,31.72%,8706,0
4,11,Central East,4.25%,1166,1
4,11,East,11.09%,3045,4
4,11,North,4.90%,1346,2
4,11,North East,3.80%,1043,8
4,11,North West,4.48%,1230,9
4,11,South,12.27%,3367,3
4,11,South East,14.71%,4036,7
4,11,South West,9.25%,2538,6
4,11,West,2.63%,722,5
4,10,CBD,0.76%,147,10
4,10,Central,30.07%,5842,0
4,10,Central East,4.86%,945,1
4,10,East,11.43%,2221,4
4,10,North,4.50%,874,2
4,10,North East,3.99%,775,8
4,10,North West,4.43%,861,9
4,10,South,11.84%,2300,3
4,10,South East,15.94%,3097,7
4,10,South West,9.60%,1865,6
4,10,West,2.56%,498,5
4,9,CBD,0.71%,139,10
4,9,Central,28.46%,5595,0
4,9,Central East,5.25%,1033,1
4,9,East,10.87%,2138,4
4,9,North,4.86%,956,2
4,9,North East,3.35%,658,8
4,9,North West,4.08%,802,9
4,9,South,11.53%,2268,3
4,9,South East,17.62%,3464,7
4,9,South West,9.99%,1964,6
4,9,West,3.28%,645,5
4,8,CBD,0.82%,155,10
4,8,Central,23.93%,4504,0
4,8,Central East,5.01%,943,1
4,8,East,15.06%,2834,4
4,8,North,5.88%,1107,2
4,8,North East,3.30%,621,8
4,8,North West,4.02%,757,9
4,8,South,9.94%,1871,3
4,8,South East,17.20%,3237,7
4,8,South West,10.12%,1905,6
4,8,West,4.71%,887,5
4,7,CBD,0.65%,94,10
4,7,Central,19.80%,2850,0
4,7,Central East,4.13%,594,1
4,7,East,22.11%,3183,4
4,7,North,5.98%,861,2
4,7,North East,3.13%,450,8
4,7,North West,3.80%,547,9
4,7,South,9.10%,1310,3
4,7,South East,15.23%,2193,7
4,7,South West,9.57%,1378,6
4,7,West,6.50%,935,5
4,6,CBD,0.75%,89,10
4,6,Central,18.87%,2253,0
4,6,Central East,3.66%,437,1
4,6,East,25.95%,3098,4
4,6,North,5.43%,648,2
4,6,North East,3.89%,465,8
4,6,North West,3.51%,419,9
4,6,South,10.90%,1301,3
4,6,South East,12.50%,1492,7
4,6,South West,9.24%,1103,6
4,6,West,5.31%,634,5
4,5,CBD,0.63%,62,10
4,5,Central,20.47%,2030,0
4,5,Central East,5.10%,506,1
4,5,East,22.72%,2253,4
4,5,North,5.73%,568,2
4,5,North East,5.30%,526,8
4,5,North West,4.85%,481,9
4,5,South,10.08%,1000,3
4,5,South East,12.69%,1258,7
4,5,South West,8.33%,826,6
4,5,West,4.10%,407,5
4,4,CBD,0.70%,71,10
4,4,Central,23.99%,2419,0
4,4,Central East,6.08%,613,1
4,4,East,16.22%,1635,4
4,4,North,6.12%,617,2
4,4,North East,5.83%,588,8
4,4,North West,6.10%,615,9
4,4,South,8.42%,849,3
4,4,South East,14.65%,1477,7
4,4,South West,7.62%,768,6
4,4,West,4.27%,431,5
4,3,CBD,0.83%,95,10
4,3,Central,25.12%,2876,0
4,3,Central East,6.44%,737,1
4,3,East,12.33%,1412,4
4,3,North,6.10%,699,2
4,3,North East,6.39%,732,8
4,3,North West,6.16%,705,9
4,3,South,9.82%,1124,3
4,3,South East,15.37%,1760,7
4,3,South West,6.86%,786,6
4,3,West,4.58%,525,5
4,2,CBD,0.79%,108,10
4,2,Central,25.88%,3536,0
4,2,Central East,6.40%,875,1
4,2,East,9.43%,1289,4
4,2,North,6.47%,884,2
4,2,North East,6.93%,947,8
4,2,North West,6.10%,833,9
4,2,South,9.31%,1272,3
4,2,South East,15.95%,2180,7
4,2,South West,7.79%,1064,6
4,2,West,4.95%,676,5
4,1,CBD,0.89%,156,10
4,1,Central,25.13%,4385,0
4,1,Central East,6.52%,1138,1
4,1,East,8.99%,1569,4
4,1,North,7.15%,1247,2
4,1,North East,6.72%,1173,8
4,1,North West,6.72%,1173,9
4,1,South,9.05%,1579,3
4,1,South East,16.40%,2862,7
4,1,South West,7.54%,1316,6
4,1,West,4.88%,852,5
4,0,CBD,0.93%,212,10
4,0,Central,24.54%,5589,0
4,0,Central East,6.31%,1438,1
4,0,East,9.56%,2178,4
4,0,North,7.45%,1697,2
4,0,North East,7.12%,1621,8
4,0,North West,6.82%,1553,9
4,0,South,8.80%,2005,3
4,0,South East,15.02%,3420,7
4,0,South West,8.05%,1834,6
4,0,West,5.39%,1227,5
5,23,CBD,1.05%,187,10
5,23,Central,24.71%,4418,0
5,23,Central East,6.03%,1079,1
5,23,East,10.97%,1962,4
5,23,North,6.97%,1246,2
5,23,North East,6.76%,1208,8
5,23,North West,6.68%,1194,9
5,23,South,8.36%,1494,3
5,23,South East,15.99%,2859,7
5,23,South West,7.92%,1416,6
5,23,West,4.57%,818,5
5,22,CBD,0.92%,218,10
5,22,Central,23.50%,5568,0
5,22,Central East,5.90%,1398,1
5,22,East,11.97%,2837,4
5,22,North,7.65%,1814,2
5,22,North East,7.59%,1799,8
5,22,North West,6.90%,1636,9
5,22,South,8.33%,1975,3
5,22,South East,14.36%,3403,7
5,22,South West,8.18%,1938,6
5,22,West,4.69%,1111,5
5,21,CBD,0.93%,261,10
5,21,Central,22.45%,6271,0
5,21,Central East,6.25%,1745,1
5,21,East,12.71%,3550,4
5,21,North,7.58%,2116,2
5,21,North East,7.39%,2063,8
5,21,North West,6.98%,1949,9
5,21,South,8.09%,2258,3
5,21,South East,14.94%,4173,7
5,21,South West,7.85%,2192,6
5,21,West,4.83%,1350,5
5,20,CBD,0.95%,272,10
5,20,Central,24.12%,6924,0
5,20,Central East,5.54%,1591,1
5,20,East,12.46%,3577,4
5,20,North,6.89%,1978,2
5,20,North East,7.16%,2056,8
5,20,North West,6.96%,1999,9
5,20,South,8.59%,2465,3
5,20,South East,14.82%,4254,7
5,20,South West,8.23%,2363,6
5,20,West,4.28%,1228,5
5,19,CBD,1.16%,335,10
5,19,Central,26.14%,7556,0
5,19,Central East,5.04%,1457,1
5,19,East,11.45%,3310,4
5,19,North,5.95%,1721,2
5,19,North East,5.92%,1712,8
5,19,North West,6.01%,1738,9
5,19,South,9.39%,2713,3
5,19,South East,15.88%,4590,7
5,19,South West,9.10%,2630,6
5,19,West,3.94%,1140,5
5,18,CBD,1.42%,400,10
5,18,Central,28.36%,7982,0
5,18,Central East,4.87%,1371,1
5,18,East,11.66%,3282,4
5,18,North,5.70%,1604,2
5,18,North East,5.42%,1526,8
5,18,North West,5.32%,1496,9
5,18,South,9.36%,2634,3
5,18,South East,14.79%,4162,7
5,18,South West,9.24%,2601,6
5,18,West,3.86%,1086,5
5,17,CBD,1.59%,431,10
5,17,Central,28.29%,7662,0
5,17,Central East,5.17%,1401,1
5,17,East,11.47%,3107,4
5,17,North,5.72%,1550,2
5,17,North East,4.73%,1281,8
5,17,North West,5.26%,1424,9
5,17,South,10.22%,2767,3
5,17,South East,14.45%,3914,7
5,17,South West,9.33%,2528,6
5,17,West,3.77%,1021,5
5,16,CBD,1.98%,537,10
5,16,Central,28.54%,7752,0
5,16,Central East,5.22%,1417,1
5,16,East,11.25%,3057,4
5,16,North,5.19%,1411,2
5,16,North East,4.66%,1266,8
5,16,North West,4.62%,1254,9
5,16,South,10.53%,2860,3
5,16,South East,14.34%,3895,7
5,16,South West,9.95%,2702,6
5,16,West,3.73%,1012,5
5,15,CBD,2.49%,711,10
5,15,Central,30.49%,8721,0
5,15,Central East,5.23%,1496,1
5,15,East,10.14%,2900,4
5,15,North,4.83%,1383,2
5,15,North East,4.03%,1154,8
5,15,North West,4.35%,1243,9
5,15,South,10.97%,3139,3
5,15,South East,14.03%,4014,7
5,15,South West,9.99%,2859,6
5,15,West,3.45%,987,5
5,14,CBD,2.74%,837,10
5,14,Central,30.49%,9302,0
5,14,Central East,5.06%,1543,1
5,14,East,10.57%,3225,4
5,14,North,4.22%,1289,2
5,14,North East,3.66%,1118,8
5,14,North West,3.72%,1136,9
5,14,South,11.48%,3503,3
5,14,South East,13.28%,4051,7
5,14,South West,10.93%,3336,6
5,14,West,3.84%,1172,5
5,13,CBD,2.86%,887,10
5,13,Central,29.96%,9293,0
5,13,Central East,4.55%,1411,1
5,13,East,11.15%,3458,4
5,13,North,4.06%,1258,2
5,13,North East,3.64%,1128,8
5,13,North West,3.85%,1195,9
5,13,South,11.78%,3655,3
5,13,South East,13.17%,4085,7
5,13,South West,11.12%,3449,6
5,13,West,3.88%,1204,5
5,12,CBD,2.66%,807,10
5,12,Central,31.90%,9690,0
5,12,Central East,4.37%,1327,1
5,12,East,9.88%,3000,4
5,12,North,4.08%,1239,2
5,12,North East,3.41%,1037,8
5,12,North West,3.83%,1162,9
5,12,South,12.71%,3862,3
5,12,South East,13.05%,3963,7
5,12,South West,10.60%,3219,6
5,12,West,3.53%,1072,5
5,11,CBD,2.98%,863,10
5,11,Central,32.72%,9475,0
5,11,Central East,4.31%,1249,1
5,11,East,9.40%,2721,4
5,11,North,3.75%,1087,2
5,11,North East,3.10%,898,8
5,11,North West,3.31%,958,9
5,11,South,12.86%,3725,3
5,11,South East,13.03%,3775,7
5,11,South West,11.05%,3200,6
5,11,West,3.49%,1011,5
5,10,CBD,3.39%,989,10
5,10,Central,30.56%,8924,0
5,10,Central East,4.32%,1262,1
5,10,East,9.71%,2835,4
5,10,North,3.77%,1101,2
5,10,North East,2.47%,722,8
5,10,North West,3.12%,910,9
5,10,South,13.38%,3907,3
5,10,South East,13.50%,3944,7
5,10,South West,11.68%,3411,6
5,10,West,4.11%,1199,5
5,9,CBD,4.27%,1410,10
5,9,Central,29.44%,9718,0
5,9,Central East,4.68%,1545,1
5,9,East,8.68%,2864,4
5,9,North,3.77%,1243,2
5,9,North East,2.09%,689,8
5,9,North West,2.52%,831,9
5,9,South,13.13%,4333,3
5,9,South East,12.80%,4226,7
5,9,South West,13.71%,4524,6
5,9,West,4.93%,1626,5
5,8,CBD,4.17%,1387,10
5,8,Central,24.93%,8295,0
5,8,Central East,4.54%,1512,1
5,8,East,11.78%,3920,4
5,8,North,5.09%,1694,2
5,8,North East,2.34%,780,8
5,8,North West,2.47%,823,9
5,8,South,12.92%,4298,3
5,8,South East,12.03%,4001,7
5,8,South West,13.04%,4338,6
5,8,West,6.68%,2223,5
5,7,CBD,2.59%,610,10
5,7,Central,19.79%,4663,0
5,7,Central East,5.39%,1269,1
5,7,East,17.06%,4020,4
5,7,North,6.04%,1423,2
5,7,North East,2.98%,703,8
5,7,North West,3.07%,723,9
5,7,South,11.13%,2623,3
5,7,South East,11.61%,2735,7
5,7,South West,11.78%,2775,6
5,7,West,8.56%,2018,5
5,6,CBD,1.89%,293,10
5,6,Central,16.65%,2579,0
5,6,Central East,3.51%,544,1
5,6,East,26.71%,4136,4
5,6,North,5.72%,886,2
5,6,North East,3.16%,490,8
5,6,North West,3.48%,539,9
5,6,South,10.33%,1600,3
5,6,South East,10.41%,1612,7
5,6,South West,10.41%,1612,6
5,6,West,7.71%,1194,5
5,5,CBD,1.44%,120,10
5,5,Central,16.66%,1385,0
5,5,Central East,4.69%,390,1
5,5,East,33.73%,2805,4
5,5,North,5.35%,445,2
5,5,North East,3.26%,271,8
5,5,North West,3.92%,326,9
5,5,South,7.73%,643,3
5,5,South East,10.25%,852,7
5,5,South West,8.12%,675,6
5,5,West,4.85%,403,5
5,4,CBD,1.08%,59,10
5,4,Central,19.78%,1079,0
5,4,Central East,5.85%,319,1
5,4,East,23.52%,1283,4
5,4,North,6.10%,333,2
5,4,North East,4.40%,240,8
5,4,North West,5.33%,291,9
5,4,South,8.10%,442,3
5,4,South East,12.32%,672,7
5,4,South West,7.31%,399,6
5,4,West,6.21%,339,5
5,3,CBD,0.80%,42,10
5,3,Central,24.69%,1296,0
5,3,Central East,5.66%,297,1
5,3,East,13.98%,734,4
5,3,North,6.92%,363,2
5,3,North East,5.91%,310,8
5,3,North West,5.01%,263,9
5,3,South,8.80%,462,3
5,3,South East,17.09%,897,7
5,3,South West,5.79%,304,6
5,3,West,5.35%,281,5
5,2,CBD,0.68%,42,10
5,2,Central,26.82%,1645,0
5,2,Central East,5.82%,357,1
5,2,East,9.85%,604,4
5,2,North,6.96%,427,2
5,2,North East,6.38%,391,8
5,2,North West,6.34%,389,9
5,2,South,8.92%,547,3
5,2,South East,17.23%,1057,7
5,2,South West,6.41%,393,6
5,2,West,4.58%,281,5
5,1,CBD,0.90%,75,10
5,1,Central,25.32%,2117,0
5,1,Central East,6.57%,549,1
5,1,East,9.64%,806,4
5,1,North,7.20%,602,2
5,1,North East,6.54%,547,8
5,1,North West,5.96%,498,9
5,1,South,8.86%,741,3
5,1,South East,17.97%,1502,7
5,1,South West,6.20%,518,6
5,1,West,4.84%,405,5
5,0,CBD,0.97%,126,10
5,0,Central,25.23%,3273,0
5,0,Central East,6.34%,822,1
5,0,East,9.39%,1218,4
5,0,North,7.42%,963,2
5,0,North East,6.52%,846,8
5,0,North West,6.66%,864,9
5,0,South,8.60%,1115,3
5,0,South East,16.47%,2137,7
5,0,South West,7.00%,908,6
5,0,West,5.40%,700,5
